alert_id	created_at	state	start_time	end_time	start_fuel	end_fuel	delta	duration_s	avg_rate	confidence
2026-07-15T08:07:55_Fuel Theft_39.70_39.70	2026-07-15T08:07:55	Fuel Theft	2026-07-15T08:07:55	2026-07-15T08:07:55	39.70	39.70	0.00	0	0.0000	0.8975
2026-07-15T08:08:05_Idle Start_39.70	2026-07-15T08:08:05	Idle Start	2026-07-15T08:08:05	2026-07-15T08:08:05	39.70	39.70	0.00	0	0.0000	0.7000
2026-07-15T08:08:10_Idle Start_39.70	2026-07-15T08:08:10	Idle Start	2026-07-15T08:08:10	2026-07-15T08:08:10	39.70	39.70	0.00	0	0.0000	0.7000
2026-07-15T08:08:15_Idle Start_39.70	2026-07-15T08:08:15	Idle Start	2026-07-15T08:08:15	2026-07-15T08:08:15	39.70	39.70	0.00	0	0.0000	0.7000
2026-07-18T13:48:17.358682_Idle Start_50.00	2026-07-18T13:48:17.358682	Idle Start	2026-07-18T13:48:17.358682	2026-07-18T13:48:17.358682	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:18.360811_Idle Start_50.00	2026-07-18T13:48:18.360811	Idle Start	2026-07-18T13:48:18.360811	2026-07-18T13:48:18.360811	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:19.361012_Idle Start_50.00	2026-07-18T13:48:19.361012	Idle Start	2026-07-18T13:48:19.361012	2026-07-18T13:48:19.361012	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:20.361973_Idle Start_50.00	2026-07-18T13:48:20.361973	Idle Start	2026-07-18T13:48:20.361973	2026-07-18T13:48:20.361973	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:21.362920_Idle Start_50.00	2026-07-18T13:48:21.362920	Idle Start	2026-07-18T13:48:21.362920	2026-07-18T13:48:21.362920	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:22.363957_Idle Start_50.00	2026-07-18T13:48:22.363957	Idle Start	2026-07-18T13:48:22.363957	2026-07-18T13:48:22.363957	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:23.365123_Idle Start_50.00	2026-07-18T13:48:23.365123	Idle Start	2026-07-18T13:48:23.365123	2026-07-18T13:48:23.365123	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:24.365776_Idle Start_50.00	2026-07-18T13:48:24.365776	Idle Start	2026-07-18T13:48:24.365776	2026-07-18T13:48:24.365776	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:25.366686_Idle Start_50.00	2026-07-18T13:48:25.366686	Idle Start	2026-07-18T13:48:25.366686	2026-07-18T13:48:25.366686	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:26.367236_Idle Start_50.00	2026-07-18T13:48:26.367236	Idle Start	2026-07-18T13:48:26.367236	2026-07-18T13:48:26.367236	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:27.367662_Idle Start_50.00	2026-07-18T13:48:27.367662	Idle Start	2026-07-18T13:48:27.367662	2026-07-18T13:48:27.367662	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:28.368612_Idle Start_50.00	2026-07-18T13:48:28.368612	Idle Start	2026-07-18T13:48:28.368612	2026-07-18T13:48:28.368612	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:29.370167_Idle Start_50.00	2026-07-18T13:48:29.370167	Idle Start	2026-07-18T13:48:29.370167	2026-07-18T13:48:29.370167	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:48:30.371589_Idle Start_50.00	2026-07-18T13:48:30.371589	Idle Start	2026-07-18T13:48:30.371589	2026-07-18T13:48:30.371589	50.00	50.00	0.00	0	0.0000	0.7000
2026-07-18T13:58:24.903867_Idle Start_5.00	2026-07-18T13:58:24.903867	Idle Start	2026-07-18T13:58:24.903867	2026-07-18T13:58:24.903867	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T13:58:36.945591_Idle End_5.00	2026-07-18T13:58:36.945591	Idle End	2026-07-18T13:58:36.945591	2026-07-18T13:58:36.945591	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T13:49:12.477681_Idle Start_47.64	2026-07-18T13:49:12.477681	Idle Start	2026-07-18T13:49:12.477681	2026-07-18T13:49:12.477681	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:49:13.480763_Idle Start_47.64	2026-07-18T13:49:13.480763	Idle Start	2026-07-18T13:49:13.480763	2026-07-18T13:49:13.480763	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:49:14.483732_Idle Start_47.64	2026-07-18T13:49:14.483732	Idle Start	2026-07-18T13:49:14.483732	2026-07-18T13:49:14.483732	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:49:15.486953_Idle Start_47.64	2026-07-18T13:49:15.486953	Idle Start	2026-07-18T13:49:15.486953	2026-07-18T13:49:15.486953	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:59:12.039282_Idle Start_5.00	2026-07-18T13:59:12.039282	Idle Start	2026-07-18T13:59:12.039282	2026-07-18T13:59:12.039282	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T13:49:16.488612_Idle Start_47.64	2026-07-18T13:49:16.488612	Idle Start	2026-07-18T13:49:16.488612	2026-07-18T13:49:16.488612	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:49:17.490500_Idle Start_47.64	2026-07-18T13:49:17.490500	Idle Start	2026-07-18T13:49:17.490500	2026-07-18T13:49:17.490500	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:49:18.492344_Idle Start_47.64	2026-07-18T13:49:18.492344	Idle Start	2026-07-18T13:49:18.492344	2026-07-18T13:49:18.492344	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:49:19.495331_Idle Start_47.64	2026-07-18T13:49:19.495331	Idle Start	2026-07-18T13:49:19.495331	2026-07-18T13:49:19.495331	47.64	47.64	0.00	0	0.0000	0.7000
2026-07-18T13:49:20.497348_Idle Start_48.09	2026-07-18T13:49:20.497348	Idle Start	2026-07-18T13:49:20.497348	2026-07-18T13:49:20.497348	48.09	48.09	0.00	0	0.0000	0.7000
2026-07-18T13:49:21.499405_Idle Start_48.54	2026-07-18T13:49:21.499405	Idle Start	2026-07-18T13:49:21.499405	2026-07-18T13:49:21.499405	48.54	48.54	0.00	0	0.0000	0.7000
2026-07-18T13:49:22.501104_Idle Start_49.00	2026-07-18T13:49:22.501104	Idle Start	2026-07-18T13:49:22.501104	2026-07-18T13:49:22.501104	49.00	49.00	0.00	0	0.0000	0.7000
2026-07-18T13:49:25.509342_Refuel_50.35_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:25.509342	2026-07-18T13:49:34.518358	50.35	52.61	2.26	9	15.0667	0.6784
2026-07-18T13:49:26.510239_Refuel_50.80_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:26.510239	2026-07-18T13:49:34.518358	50.80	52.61	1.81	8	13.5750	0.6837
2026-07-18T13:49:27.511769_Refuel_51.25_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:27.511769	2026-07-18T13:49:34.518358	51.25	52.61	1.36	7	11.6571	0.6878
2026-07-18T13:49:28.513418_Refuel_51.70_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:28.513418	2026-07-18T13:49:34.518358	51.70	52.61	0.91	6	9.1000	0.6903
2026-07-18T13:49:29.514889_Refuel_52.15_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:29.514889	2026-07-18T13:49:34.518358	52.15	52.61	0.46	5	5.5200	0.6903
2026-07-18T13:49:30.515819_Refuel_52.61_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:30.515819	2026-07-18T13:49:34.518358	52.61	52.61	0.00	4	0.0000	0.6864
2026-07-18T13:59:30.083363_Refuel_7.26_7.26	2026-07-18T13:59:30.083363	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:30.083363	7.26	7.26	0.00	0	0.0000	0.6114
2026-07-18T13:59:30.083363_Idle End_7.26	2026-07-18T13:59:30.083363	Idle End	2026-07-18T13:59:30.083363	2026-07-18T13:59:30.083363	7.26	7.26	0.00	0	0.0000	0.6114
2026-07-18T13:49:31.516297_Refuel_52.61_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:31.516297	2026-07-18T13:49:34.518358	52.61	52.61	0.00	3	0.0000	0.6755
2026-07-18T13:59:30.083363_Refuel_7.26_7.70	2026-07-18T13:59:31.084014	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:31.084014	7.26	7.70	0.44	1	26.4000	0.6210
2026-07-18T13:49:32.516790_Refuel_52.61_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:32.516790	2026-07-18T13:49:34.518358	52.61	52.61	0.00	2	0.0000	0.6639
2026-07-18T13:59:30.083363_Refuel_7.26_8.60	2026-07-18T13:59:33.091658	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:33.091658	7.26	8.60	1.34	3	26.8000	0.6373
2026-07-18T13:49:33.518044_Refuel_52.61_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:33.518044	2026-07-18T13:49:34.518358	52.61	52.61	0.00	1	0.0000	0.6505
2026-07-18T13:59:30.083363_Refuel_7.26_9.05	2026-07-18T13:59:34.092857	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:34.092857	7.26	9.05	1.79	4	26.8500	0.6504
2026-07-18T13:49:34.518358_Refuel_52.61_52.61	2026-07-18T13:49:34.518358	Refuel	2026-07-18T13:49:34.518358	2026-07-18T13:49:34.518358	52.61	52.61	0.00	0	0.0000	0.6306
2026-07-18T13:59:30.083363_Refuel_7.26_9.49	2026-07-18T13:59:35.093895	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:35.093895	7.26	9.49	2.23	5	26.7600	0.6621
2026-07-18T13:59:30.083363_Refuel_7.26_9.94	2026-07-18T13:59:36.094987	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:36.094987	7.26	9.94	2.68	6	26.8000	0.6732
2026-07-18T13:59:30.083363_Refuel_7.26_10.84	2026-07-18T13:59:38.103121	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:38.103121	7.26	10.84	3.58	8	26.8500	0.6867
2026-07-18T13:59:30.083363_Refuel_7.26_11.29	2026-07-18T13:59:39.105160	Refuel	2026-07-18T13:59:30.083363	2026-07-18T13:59:39.105160	7.26	11.29	4.03	9	26.8667	0.6969
2026-07-18T14:00:22.206471_Idle Start_7.92	2026-07-18T14:00:22.206471	Idle Start	2026-07-18T14:00:22.206471	2026-07-18T14:00:22.206471	7.92	7.92	0.00	0	0.0000	0.6000
2026-07-18T13:50:20.655161_Idle Start_47.63	2026-07-18T13:50:20.655161	Idle Start	2026-07-18T13:50:20.655161	2026-07-18T13:50:20.655161	47.63	47.63	0.00	0	0.0000	0.6000
2026-07-18T14:00:28.221024_Fuel Theft_5.00_5.00	2026-07-18T14:00:28.221024	Fuel Theft	2026-07-18T14:00:28.221024	2026-07-18T14:00:28.221024	5.00	5.00	0.00	0	0.0000	0.7085
2026-07-18T14:00:28.221024_Idle End_5.00	2026-07-18T14:00:28.221024	Idle End	2026-07-18T14:00:28.221024	2026-07-18T14:00:28.221024	5.00	5.00	0.00	0	0.0000	0.7085
2026-07-18T13:50:21.656425_Idle Start_46.43	2026-07-18T13:50:21.656425	Idle Start	2026-07-18T13:50:21.656425	2026-07-18T13:50:21.656425	46.43	46.43	0.00	0	0.0000	0.7000
2026-07-18T13:50:22.658231_Idle Start_45.23	2026-07-18T13:50:22.658231	Idle Start	2026-07-18T13:50:22.658231	2026-07-18T13:50:22.658231	45.23	45.23	0.00	0	0.0000	0.7000
2026-07-18T13:50:23.660035_Idle Start_44.03	2026-07-18T13:50:23.660035	Idle Start	2026-07-18T13:50:23.660035	2026-07-18T13:50:23.660035	44.03	44.03	0.00	0	0.0000	0.7000
2026-07-18T13:50:24.662149_Idle Start_42.83	2026-07-18T13:50:24.662149	Idle Start	2026-07-18T13:50:24.662149	2026-07-18T13:50:24.662149	42.83	42.83	0.00	0	0.0000	0.7000
2026-07-18T14:00:35.244723_Idle Start_5.00	2026-07-18T14:00:35.244723	Idle Start	2026-07-18T14:00:35.244723	2026-07-18T14:00:35.244723	5.00	5.00	0.00	0	0.0000	0.7000
2026-07-18T13:50:26.664967_Fuel Theft_40.43_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:26.664967	2026-07-18T13:50:40.707699	40.43	33.22	-7.21	14	-30.9000	0.8942
2026-07-18T13:50:28.672300_Fuel Theft_38.03_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:28.672300	2026-07-18T13:50:40.707699	38.03	33.22	-4.81	12	-24.0500	0.8904
2026-07-18T13:50:29.673374_Fuel Theft_36.83_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:29.673374	2026-07-18T13:50:40.707699	36.83	33.22	-3.61	11	-19.6909	0.8850
2026-07-18T13:50:30.674358_Fuel Theft_35.62_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:30.674358	2026-07-18T13:50:40.707699	35.62	33.22	-2.40	10	-14.4000	0.8785
2026-07-18T13:50:31.675720_Fuel Theft_34.42_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:31.675720	2026-07-18T13:50:40.707699	34.42	33.22	-1.20	9	-8.0000	0.8705
2026-07-18T13:50:32.677189_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:32.677189	2026-07-18T13:50:40.707699	33.22	33.22	0.00	8	0.0000	0.8606
2026-07-18T13:50:33.678748_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:33.678748	2026-07-18T13:50:40.707699	33.22	33.22	0.00	7	0.0000	0.8478
2026-07-18T13:50:34.678412_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:34.678412	2026-07-18T13:50:40.707699	33.22	33.22	0.00	6	0.0000	0.8308
2026-07-18T13:50:35.678801_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:35.678801	2026-07-18T13:50:40.707699	33.22	33.22	0.00	5	0.0000	0.8069
2026-07-18T13:50:36.679501_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:36.679501	2026-07-18T13:50:40.707699	33.22	33.22	0.00	4	0.0000	0.7754
2026-07-18T13:50:38.705247_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:38.705247	2026-07-18T13:50:40.707699	33.22	33.22	0.00	2	0.0000	0.7404
2026-07-18T13:50:39.706464_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:39.706464	2026-07-18T13:50:40.707699	33.22	33.22	0.00	1	0.0000	0.6967
2026-07-18T13:50:40.707699_Fuel Theft_33.22_33.22	2026-07-18T13:50:40.707699	Fuel Theft	2026-07-18T13:50:40.707699	2026-07-18T13:50:40.707699	33.22	33.22	0.00	0	0.0000	0.6704
2026-07-18T13:50:42.710271_Idle Start_33.22	2026-07-18T13:50:42.710271	Idle Start	2026-07-18T13:50:42.710271	2026-07-18T13:50:42.710271	33.22	33.22	0.00	0	0.0000	0.7000
2026-07-18T13:50:43.711942_Idle Start_33.22	2026-07-18T13:50:43.711942	Idle Start	2026-07-18T13:50:43.711942	2026-07-18T13:50:43.711942	33.22	33.22	0.00	0	0.0000	0.7000
2026-07-18T14:00:55.290005_Idle End_5.00	2026-07-18T14:00:55.290005	Idle End	2026-07-18T14:00:55.290005	2026-07-18T14:00:55.290005	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T13:50:44.713121_Idle Start_33.22	2026-07-18T13:50:44.713121	Idle Start	2026-07-18T13:50:44.713121	2026-07-18T13:50:44.713121	33.22	33.22	0.00	0	0.0000	0.7000
2026-07-18T14:01:40.437750_Idle Start_5.00	2026-07-18T14:01:40.437750	Idle Start	2026-07-18T14:01:40.437750	2026-07-18T14:01:40.437750	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T13:51:23.814796_Idle Start_31.01	2026-07-18T13:51:23.814796	Idle Start	2026-07-18T13:51:23.814796	2026-07-18T13:51:23.814796	31.01	31.01	0.00	0	0.0000	0.6000
2026-07-18T13:51:24.816017_Idle Start_31.01	2026-07-18T13:51:24.816017	Idle Start	2026-07-18T13:51:24.816017	2026-07-18T13:51:24.816017	31.01	31.01	0.00	0	0.0000	0.7000
2026-07-18T13:51:25.817105_Idle Start_31.01	2026-07-18T13:51:25.817105	Idle Start	2026-07-18T13:51:25.817105	2026-07-18T13:51:25.817105	31.01	31.01	0.00	0	0.0000	0.7000
2026-07-18T13:51:26.819272_Idle Start_31.01	2026-07-18T13:51:26.819272	Idle Start	2026-07-18T13:51:26.819272	2026-07-18T13:51:26.819272	31.01	31.01	0.00	0	0.0000	0.7000
2026-07-18T13:51:27.820178_Idle Start_31.01	2026-07-18T13:51:27.820178	Idle Start	2026-07-18T13:51:27.820178	2026-07-18T13:51:27.820178	31.01	31.01	0.00	0	0.0000	0.7000
2026-07-18T13:51:29.847986_Idle Start_31.01	2026-07-18T13:51:29.847986	Idle Start	2026-07-18T13:51:29.847986	2026-07-18T13:51:29.847986	31.01	31.01	0.00	0	0.0000	0.7000
2026-07-18T13:51:30.849623_Idle Start_31.01	2026-07-18T13:51:30.849623	Idle Start	2026-07-18T13:51:30.849623	2026-07-18T13:51:30.849623	31.01	31.01	0.00	0	0.0000	0.7000
2026-07-18T14:01:52.462452_Idle End_5.00	2026-07-18T14:01:52.462452	Idle End	2026-07-18T14:01:52.462452	2026-07-18T14:01:52.462452	5.00	5.00	0.00	0	0.0000	0.9000
2026-07-18T13:52:08.920939_Idle Start_28.84	2026-07-18T13:52:08.920939	Idle Start	2026-07-18T13:52:08.920939	2026-07-18T13:52:08.920939	28.84	28.84	0.00	0	0.0000	0.6000
2026-07-18T13:52:09.922007_Idle Start_28.84	2026-07-18T13:52:09.922007	Idle Start	2026-07-18T13:52:09.922007	2026-07-18T13:52:09.922007	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:10.923119_Idle Start_28.84	2026-07-18T13:52:10.923119	Idle Start	2026-07-18T13:52:10.923119	2026-07-18T13:52:10.923119	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:11.924144_Idle Start_28.84	2026-07-18T13:52:11.924144	Idle Start	2026-07-18T13:52:11.924144	2026-07-18T13:52:11.924144	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:12.925302_Idle Start_28.84	2026-07-18T13:52:12.925302	Idle Start	2026-07-18T13:52:12.925302	2026-07-18T13:52:12.925302	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:13.926393_Idle Start_28.84	2026-07-18T13:52:13.926393	Idle Start	2026-07-18T13:52:13.926393	2026-07-18T13:52:13.926393	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:15.934088_Idle Start_28.84	2026-07-18T13:52:15.934088	Idle Start	2026-07-18T13:52:15.934088	2026-07-18T13:52:15.934088	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:16.935114_Idle Start_28.84	2026-07-18T13:52:16.935114	Idle Start	2026-07-18T13:52:16.935114	2026-07-18T13:52:16.935114	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T14:02:42.632988_Idle Start_5.00	2026-07-18T14:02:42.632988	Idle Start	2026-07-18T14:02:42.632988	2026-07-18T14:02:42.632988	5.00	5.00	0.00	0	0.0000	0.6000
2026-07-18T13:52:17.936357_Idle Start_28.84	2026-07-18T13:52:17.936357	Idle Start	2026-07-18T13:52:17.936357	2026-07-18T13:52:17.936357	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:18.937571_Idle Start_28.84	2026-07-18T13:52:18.937571	Idle Start	2026-07-18T13:52:18.937571	2026-07-18T13:52:18.937571	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:19.939090_Idle Start_28.84	2026-07-18T13:52:19.939090	Idle Start	2026-07-18T13:52:19.939090	2026-07-18T13:52:19.939090	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:20.940776_Idle Start_28.84	2026-07-18T13:52:20.940776	Idle Start	2026-07-18T13:52:20.940776	2026-07-18T13:52:20.940776	28.84	28.84	0.00	0	0.0000	0.7000
2026-07-18T13:52:21.942188_Idle Start_29.29	2026-07-18T13:52:21.942188	Idle Start	2026-07-18T13:52:21.942188	2026-07-18T13:52:21.942188	29.29	29.29	0.00	0	0.0000	0.7000
2026-07-18T13:52:23.950753_Idle Start_30.18	2026-07-18T13:52:23.950753	Idle Start	2026-07-18T13:52:23.950753	2026-07-18T13:52:23.950753	30.18	30.18	0.00	0	0.0000	0.7000
2026-07-18T13:52:24.953085_Idle Start_30.63	2026-07-18T13:52:24.953085	Idle Start	2026-07-18T13:52:24.953085	2026-07-18T13:52:24.953085	30.63	30.63	0.00	0	0.0000	0.7000
2026-07-18T13:52:26.955897_Refuel_31.53_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:26.955897	2026-07-18T13:52:45.993613	31.53	36.93	5.40	19	17.0526	0.6965
2026-07-18T13:52:27.957045_Refuel_31.98_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:27.957045	2026-07-18T13:52:45.993613	31.98	36.93	4.95	18	16.5000	0.7006
2026-07-18T14:02:55.671772_Refuel_7.70_7.70	2026-07-18T14:02:55.671772	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:02:55.671772	7.70	7.70	0.00	0	0.0000	0.6306
2026-07-18T14:02:55.671772_Idle End_7.70	2026-07-18T14:02:55.671772	Idle End	2026-07-18T14:02:55.671772	2026-07-18T14:02:55.671772	7.70	7.70	0.00	0	0.0000	0.6306
2026-07-18T13:52:28.958387_Refuel_32.43_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:28.958387	2026-07-18T13:52:45.993613	32.43	36.93	4.50	17	15.8824	0.7040
2026-07-18T14:02:55.671772_Refuel_7.70_8.16	2026-07-18T14:02:56.672838	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:02:56.672838	7.70	8.16	0.46	1	27.6000	0.6407
2026-07-18T13:52:30.966240_Refuel_33.33_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:30.966240	2026-07-18T13:52:45.993613	33.33	36.93	3.60	15	14.4000	0.7064
2026-07-18T14:02:55.671772_Refuel_7.70_8.60	2026-07-18T14:02:57.673907	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:02:57.673907	7.70	8.60	0.90	2	27.0000	0.6505
2026-07-18T13:52:31.967347_Refuel_33.78_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:31.967347	2026-07-18T13:52:45.993613	33.78	36.93	3.15	14	13.5000	0.7062
2026-07-18T14:02:55.671772_Refuel_7.70_9.50	2026-07-18T14:02:59.680276	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:02:59.680276	7.70	9.50	1.80	4	27.0000	0.6652
2026-07-18T13:52:32.969129_Refuel_34.23_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:32.969129	2026-07-18T13:52:45.993613	34.23	36.93	2.70	13	12.4615	0.7044
2026-07-18T14:02:55.671772_Refuel_7.70_9.95	2026-07-18T14:03:00.681588	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:03:00.681588	7.70	9.95	2.25	5	27.0000	0.6780
2026-07-18T13:52:33.970988_Refuel_34.68_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:33.970988	2026-07-18T13:52:45.993613	34.68	36.93	2.25	12	11.2500	0.7004
2026-07-18T14:02:55.671772_Refuel_7.70_10.40	2026-07-18T14:03:01.681702	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:03:01.681702	7.70	10.40	2.70	6	27.0000	0.6898
2026-07-18T13:52:34.972631_Refuel_35.13_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:34.972631	2026-07-18T13:52:45.993613	35.13	36.93	1.80	11	9.8182	0.6956
2026-07-18T14:02:55.671772_Refuel_7.70_11.30	2026-07-18T14:03:03.688674	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:03:03.688674	7.70	11.30	3.60	8	27.0000	0.7038
2026-07-18T13:52:35.973802_Refuel_35.58_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:35.973802	2026-07-18T13:52:45.993613	35.58	36.93	1.35	10	8.1000	0.6919
2026-07-18T14:02:55.671772_Refuel_7.70_11.75	2026-07-18T14:03:04.689323	Refuel	2026-07-18T14:02:55.671772	2026-07-18T14:03:04.689323	7.70	11.75	4.05	9	27.0000	0.7119
2026-07-18T13:52:37.981805_Refuel_36.48_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:37.981805	2026-07-18T13:52:45.993613	36.48	36.93	0.45	8	3.3750	0.6872
2026-07-18T13:52:38.983004_Refuel_36.93_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:38.983004	2026-07-18T13:52:45.993613	36.93	36.93	0.00	7	0.0000	0.6784
2026-07-18T13:52:39.984112_Refuel_36.93_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:39.984112	2026-07-18T13:52:45.993613	36.93	36.93	0.00	6	0.0000	0.6667
2026-07-18T13:52:40.984143_Refuel_36.93_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:40.984143	2026-07-18T13:52:45.993613	36.93	36.93	0.00	5	0.0000	0.6542
2026-07-18T13:52:41.984681_Refuel_36.93_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:41.984681	2026-07-18T13:52:45.993613	36.93	36.93	0.00	4	0.0000	0.6405
2026-07-18T13:52:42.985640_Refuel_36.93_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:42.985640	2026-07-18T13:52:45.993613	36.93	36.93	0.00	3	0.0000	0.6306
2026-07-18T13:52:44.992902_Refuel_36.93_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:44.992902	2026-07-18T13:52:45.993613	36.93	36.93	0.00	1	0.0000	0.6208
2026-07-18T13:52:45.993613_Refuel_36.93_36.93	2026-07-18T13:52:45.993613	Refuel	2026-07-18T13:52:45.993613	2026-07-18T13:52:45.993613	36.93	36.93	0.00	0	0.0000	0.6109
2026-07-18T14:04:00.851074_Idle Start_7.61	2026-07-18T14:04:00.851074	Idle Start	2026-07-18T14:04:00.851074	2026-07-18T14:04:00.851074	7.61	7.61	0.00	0	0.0000	0.6000
2026-07-18T14:04:06.869731_Fuel Theft_5.00_5.00	2026-07-18T14:04:06.869731	Fuel Theft	2026-07-18T14:04:06.869731	2026-07-18T14:04:06.869731	5.00	5.00	0.00	0	0.0000	0.6976
2026-07-18T14:04:06.869731_Idle End_5.00	2026-07-18T14:04:06.869731	Idle End	2026-07-18T14:04:06.869731	2026-07-18T14:04:06.869731	5.00	5.00	0.00	0	0.0000	0.6976
2026-07-18T13:53:38.121429_Idle Start_30.40	2026-07-18T13:53:38.121429	Idle Start	2026-07-18T13:53:38.121429	2026-07-18T13:53:38.121429	30.40	30.40	0.00	0	0.0000	0.7000
